content,video_title,timestamp
飞车失控撞死了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
{你这全是那种猜测的词，什么估计人失能了，有没有可能车门变形了，那四个车门都变形了？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
应激方向,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E看到吧，别的品牌没有黑，只黑特斯拉和小米，细品,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	挺大的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
K在我看来这起事故，如果驾驶员全程睡着了都不至于死人,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
不准,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Z注意是警察拉去北京，而不是小米。小米未接触到车。死者家属撒谎,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
.差不多就2秒时间，就是接收就撞了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
前面的，你认真的吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
"""路滑的话 已经可以起漂了",BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E雷军曰，它的笔记本比硬币薄，这个慌的成本有多大,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
G修路路段限速60，有提示的，这个时候已经严重超速了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
你竟然不知道驾驶证为什么向左打方向？你好意思说你是保险从业者？我给你补充吧，当时路况是前方封路，然后并线至逆向车道，所以为什么向左？这是惯性驾驶啊，没问题,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
H想不明白，出事故就要厂家，那买的保险是干嘛吃的？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
买理想吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	很大了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
!真是在阎王殿门前写发票,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
小米不是电容式的？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
3经济发达了，就开始“人口少”操作了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	睡着了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
下意识抢方向盘了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
数据库证明,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
没备电？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
3好家伙120车速，这个幅度那不是直接撞,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
-不是有行车记录吗？调出来就行了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
~说来说去就是驾驶员自己的责任，只能怪她自己太相信辅助驾驶了，车企吹的天花乱坠也有责任,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E高速上不止200米，一般很远，而且地图上有提示修路,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
!人家三年本的“司机了”,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
-人为紧急情况下不会这么小的转弯,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
?因为中女想往哪打就往哪打，不能违背妇女意愿,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'90 码撞击变形多半是打不开的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
v我23款瑞虎7p也是这样，开启定速巡航功能后手脱离方向盘会嘀嘀嘀提示“请握住方向盘”,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
有摄像头的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
k前面多多少少有些幽默的 车门都变形了冲击不大是吧 人在这种冲击下还有意识呗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
你就用不了智驾,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*116撞击不失能的是什么中国超人,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*给方向盘套套的希望你把持的住,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
我骗我自己,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
W你开过夜车吗？车流量少的话你还管他施工？有这注意力会出事？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$车门严重变形也打不开的呀,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	很大了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
w这里不能说没有断电，小米有备用电源供给ecall，但是不能确定这个备用电源能给全车供电,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
这车爱要人命,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
W改道施工一路都有指示标，警示灯跟雪糕筒，他是闭着眼开的吗？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E不操作就离谱，就算是智驾，第一操作应该是急刹车,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
友商是xx,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
你说的是妖妖零线吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
!bro以为封路了就是空气墙,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
开水,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
K在我看来这起事故，如果驾驶员全程睡着了都不至于死人,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
<用方向盘套子本身就是不提倡的危险行为好吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
华为用户,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
车上3个人会困？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Lup主在猜测，现在的舆论都是在猜测，难道up的猜测有罪？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
出车祸不是找保险吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
主观推测很有意思。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
S电车起火 根本无解 油车很少起火 但97公里情况下也是必死无疑,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
0太好啦，是聊天记录，我们有救啦！,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
1比亚迪天眼c脱手，就直接取消智驾了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
.没电 既然是机械应该也能打开车门,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E想不明白，车子半成品也敢拿出来卖，不找厂家找谁,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
挂块猪肉呢。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'估计是慌了，然后打了方向盘,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
施工路段吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
有必要厂家联系你吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*116公里，这么大角度，没翻车？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
H家属看着就不靠谱，完全就是引导舆论要敲竹杠的做法,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
可能自信吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
1并不是打22°，是手碰的一瞬间的扰动,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
质疑的人有来过车吗100以上的速度撞击，有几个从车里出来的？油车就没问题，新能源车就开始怪车了对吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速直接飘了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Z按理说车祸后，客服优先车内呼叫，车内无响应才联系紧急联系人吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
+那挂一根火腿肠就没事了（doge）,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
T对啊，人接管了，还有那么多人喷小米智驾，合理怀疑友商发力,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
W重点围绕智驾和人员操作，忽略起火，不承认门打不开，洗的真好,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
那如果是镶钻的呢,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
买仰望U7吧，安全,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
没有脸，你怎么打,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
没断电是不是起火原因,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
<左打方向是正向全道路封闭为了到对向车道啊,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
玩手机加左右不分,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
B你这洗得太明显了，有电就能打开车门？你肯定？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
不都是电容方向盘吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
)刹车开合30％，刹车力度小了。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$只考虑成本不考虑动机吗？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Z俺寻思啊，车主是男方，说没联系的是女方，可能是这个角度问题吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速这么打还挺费力,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	《左》,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
%还没达到aeb Pro的工作区间135,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
H小米肯定不会撒谎，因为这个很简单客服都有记录可查,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
就是人自身是带点电的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
9没看过真不知道，真离谱，这么大的度数。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
8分钟前的警告？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$施工路段120，智驾不降速？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
长发男司机闹麻了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
r不要买电车，不要买电车，不要买电车，不要隐藏把手，不要隐藏把手，不要隐藏把手,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
T睡着了可能没事，但撞石墩时人接管了，智驾失效，高速撞石墩,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
三年两箱油,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
方向盘套绝缘啊,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
0说的中肯，猜测也非常符合人性现实,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
AEB呢,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
我手虚握，接触到方向盘了的，可他还报离开方向盘。不清楚判断逻辑，一定要抢方向盘掰掰才算手握吗。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Q还有车凭什么给它拉去北京做测试。90%是会毁灭关键点证据。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
牛逼，还能欺骗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
x联系了是指出事故后救援机构的紧急联系，不是联系家属，是联系预先设置好的紧急联系人,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
当场人就昏迷了？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
"b能说话的只有后台数据,高速监控,车内行车记录仪，路人，这些线索有吗，",BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
有障碍自动避让囖,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
小米的警告只给你1秒,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
f晚上智驾摄像头本来就有可能出错，还上高速，还脱手。。。唉，逝者安息吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速这角度很大了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
机械锁不需要电吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
撞昏迷了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
新手,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
(没事智能驾驶 有事就辅助驾驶,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	装杯呗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
这已经可以左拐了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
116时速是20分钟前,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
-施救人员说锁死，但是侯门看不见,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
6并没有说人为接管。还有可能是被迫接管,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
x这是把责任往司机上靠了啊，希望下次其他车企出事故了，也能做到这样，不要带企业狗头,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
因为在修路，路中间有水泥墩，改车道到了对侧车道。up主真的看都没看事故信息，就在这瞎逼逼,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$这个速度撞上去大概率晕了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
小米不出手救？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
。。。女司机吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速可不小,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
不是借，是男友送她的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
K边刹车边打方向，而且是后置发动机，我只能说，人才啊,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*女司机需要这种情况就是容易慌,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
牛逼，真不怕死,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*3人同时睡？  我看是玩手机了吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
有照片啊,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
B大概率睡着了，报警突然惊醒。我上夜班经常这样,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
什么时候时速120？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'这不是智驾问题，人工接管了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
T什么怎么证明，警察局调的数据库，你说怎么证明，以你为准？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
联系的车主吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
!你一百迈晃下方向盘试试,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
<电容靠的压力。什么人体是导电的。别瞎科普,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
方向打猛了。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
l前面的，也有这种可能，但出现这种事故不管是什么车都避免不了车门变形的可能,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
-有人去救援，拉不开车门，据说是,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
驾驶员经验不足,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
压热搜的事情呢,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
0一秒，这个速度已经往前跑了好远了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'晚上十点开车，第二天考试？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E一秒接管，你说她分心？只能证明她一直盯着路面呢,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
T经常跑高速的人都知道从120降到100只是一脚点刹的事儿，一瞬间,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
?最大责任人不是路政？为什么盯着汽车和司机…,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
全是个人臆想,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
2方向盘打22°不等于车轮同步转向了22°,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
一秒接管是分心吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$因为施工向左变对向车道啊,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
这地板洗得不要太明显，三句就暴露偏向了。合着一路墩子没识别出来，最后要撞前两秒才识别到的辅助不是地狱辅助了？什么叫撞上墩子就没事，那种速度真撞上去，结果还难说。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
丸辣,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*跟女司机没关系，就是新手司机,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$问题难道不是打不开车门吗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Q这个路政的责任吧？高速变道到对面逆行车道，这什么鬼操作,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
为什么不公布录音？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'小米没有错，你们好好洗地吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
0那怎么确定遇难者家属没看到车呢？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
3小米撒的谎的多了，一路看它走过来的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
是被接管吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
刹车给她弄醒了呗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
肯定联系的车主（也就是司机男朋友），这辆车说白了和司机家属没有一点关系，小米不可能也不应该有司机家属的联系方式,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
客服通话是有录音的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Z大哥，这个是给“车主”联系上了，不是驾驶员，是买车登记的电话,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
撞墙了已经,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'得了肺癌能起诉烟草公司吗？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
欺骗死神,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
突然醒了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
我变道只需要5度,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
3前面的米猴子还在洗不是智能驾驶问题,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'有没有可能听到系统音效醒了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
重点是自燃,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
(是这样的 她啥都不干屁事没有,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
B三年？谁证明，家属嘴说的不算，驾龄不等于证龄,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
1这速度撞水泥墩子 死没死都是个问题,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速方向都是一两度的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
",踩死刹车触发 abs 都不会那么惨吧",BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
欺骗上帝，是吧,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
6难道说十分钟就自燃了或者马上自燃了？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
K搞的我都不敢在高速上开车了，如果我在这台车前面咋整,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
r我说一下。土鳖的最早的辅助。刹车最优先。人接管，它觉得你刹车不够还是给你踩死,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
草菅人命,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
29号早上考试的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
"6反了吧？",BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
隐形洗，转移话题,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
不一定在最左,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'交警会给出车机失控的判断？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
116打22可以边两个道了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
人的问题与车无关,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
我戴手套怎么办？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
?我记得小米的数据在北京市那吧，属于征服资源,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*在高速上，这简直是要命的角度,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
我觉得是驾驶员睡着了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
	纯作死,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
可惜假设也只是假设,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
Q开过高速的都知道，这么高速度，这算是猛打方向踩刹车了，,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$一瞬间把握方向盘握不住呗,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
可以漂移了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
<盲猜前面睡着了，然后突然惊醒，一下慌张了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
3解救人员过去时已经晚了，没法判断了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
高速上飞老远了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*这种和安全带扣，真有人用吗？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
只能说集美死的不冤！,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$116时速，这幅度算是大的了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
l大概率晕了，最实在验证的方式可以找台车找个专业场地配上消防救护做真人实验,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
驾驶严重超速了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
T车撞了是人的问题，但是止于此，一句没提为啥外面打不开车门,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
$开起车来这能撞出去那么大,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
狗屁逻辑,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
严谨,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
'网友可会猜了，嘴也是最硬的,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
E因为三个死者中有一个是被人破窗救出的，但没救活,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
开别克就没事,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
W好像大多数车都是扭力，电容的更好，但是据说电容跟加热冲突。,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
还有个小电瓶,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
再别洗了,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
120码就很大,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
你们一天能的很,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
B那你是怎么知道车门就能打开呢？你在车旁边吗？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
*吧记录丢出啦不就好了吗？？？,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
就是,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
应该是借道,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
戴手套怎么办,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
严谨,BV17pZfYLEu6 | 小米su7事件，4月1号信息分析🧐,
